80,13,79,89,5,7,45,69,82,42
97,98,81,84,60,27,54,79,37,10
44,87,22,1,45,56,100,68,69,44
85,100,57,63,88,13,70,84,81,3
26,29,100,58,12,12,85,17,42,21
26,86,7,99,38,4,55,89,71,75
84,55,74,92,18,13,4,39,96,84
93,73,12,92,31,75,55,15,91,97
35,68,34,94,67,23,97,73,11,67
47,94,21,20,86,90,32,41,28,79
25,20,52,88,64,82,63,70,48,5
18,34,25,3,27,43,25,75,15,87
41,13,33,14,84,70,55,67,10,35
45,34,54,48,22,69,81,36,91,28
92,8,62,16,11,40,58,35,15,24
74,7,88,6,72,23,75,79,89,84
13,86,70,18,85,43,87,66,78,77
45,21,36,58,37,46,50,46,33,16
22,6,74,61,11,46,84,85,76,24
20,88,61,89,5,46,31,43,63,60
71,59,81,7,69,69,52,18,66,84
85,87,89,58,48,99,55,31,35,30
6,7,17,67,95,22,64,78,16,26
89,87,36,69,93,4,89,44,73,55
80,57,41,68,15,40,19,69,22,5
51,28,11,67,46,58,40,9,35,56
34,75,42,21,44,34,25,84,29,97
38,8,6,31,28,20,70,46,40,92
2,42,71,13,9,16,22,100,24,8
7,9,82,48,29,77,33,5,61,62
2,98,21,59,28,48,30,50,45,69
93,47,63,63,11,71,78,32,22,53
39,29,61,20,76,41,97,61,46,9
74,99,6,94,57,86,42,86,35,38
6,27,84,68,41,94,90,18,77,12
22,67,40,82,87,67,22,35,79,67
43,52,65,100,46,73,37,39,58,71
28,64,49,12,83,41,57,73,10,86
84,31,52,75,12,38,93,86,24,72
4,18,23,69,18,20,93,54,10,51
77,38,66,77,1,48,18,57,20,27
94,55,10,46,81,21,35,74,58,59
45,62,76,19,82,45,91,74,51,100
76,79,89,41,55,89,41,24,98,12
3,91,67,64,36,47,84,71,72,42
81,16,3,8,87,84,5,77,9,55
76,85,33,65,25,39,5,17,15,2
29,69,93,47,32,80,93,67,2,17
60,82,32,14,42,18,49,46,46,58
100,22,42,84,38,18,74,42,35,88
96,63,8,40,61,39,19,53,58,73
21,17,54,53,31,47,22,79,92,68
88,91,41,29,26,30,99,100,23,33
39,18,47,47,9,7,37,80,11,94
52,32,63,57,36,93,4,9,23,95
76,11,38,68,91,15,97,89,14,72
73,5,41,71,51,50,77,39,29,40
33,32,71,47,40,58,91,43,66,65
90,94,27,79,61,18,93,10,58,59
81,83,63,73,53,65,22,82,3,2
21,87,85,43,33,25,100,23,67,65
88,8,58,14,38,71,83,83,80,93
41,12,75,55,84,79,19,58,60,73
11,32,60,96,74,44,20,73,19,38
90,58,98,99,23,35,69,6,17,100
50,9,63,76,15,47,54,33,56,14
58,66,45,17,13,71,12,84,95,30
74,84,87,71,83,10,57,3,67,26
3,68,86,65,43,1,63,96,85,70
61,42,88,58,10,100,80,22,36,74
51,9,58,38,31,92,99,39,46,17
64,48,84,2,65,78,2,79,73,86
49,86,80,36,95,89,87,74,10,22
47,61,30,56,50,12,99,100,51,45
16,14,44,51,67,60,28,68,39,52
6,39,89,85,74,83,73,60,56,35
82,55,95,63,62,96,75,61,95,25
57,62,90,100,64,57,12,43,76,50
94,81,88,83,17,13,17,42,24,73
76,5,79,22,20,40,17,46,52,63
22,8,76,11,60,39,19,71,33,95
20,26,27,59,60,96,71,77,37,94
1,64,51,79,85,22,70,53,67,22
67,88,29,42,50,88,32,21,10,64
67,81,41,93,39,53,40,61,29,28
7,29,91,9,59,27,30,28,31,48
1,97,87,82,90,88,69,73,8,31
88,74,11,81,19,50,33,58,62,13
86,68,93,28,28,51,7,57,30,89
56,83,38,94,64,79,82,84,52,89
14,91,63,25,23,33,26,55,90,87
67,27,7,59,7,34,61,65,43,43
53,98,77,90,92,40,69,73,23,72
13,89,14,27,13,37,59,38,91,1
76,10,79,82,20,37,16,33,1,58
27,6,7,3,47,98,42,15,22,16
38,87,4,52,13,16,88,24,5,30
24,81,39,54,62,11,91,29,43,43
86,69,100,45,71,47,42,64,61,16
79,51,2,35,2,66,50,89,89,7
18,64,87,9,70,100,19,60,81,13
54,66,81,54,62,3,52,56,66,64
71,96,14,24,30,15,41,32,55,82
38,25,45,76,85,14,27,3,25,7
15,31,25,47,36,86,49,87,41,66
50,63,61,16,38,43,30,79,74,37
60,63,13,56,38,97,22,64,51,98
23,17,28,47,63,15,32,63,1,25
28,3,87,40,18,25,34,99,3,7
87,14,69,99,69,58,95,42,74,97
40,96,13,19,42,27,34,25,89,86
49,68,88,36,60,57,60,93,8,14
52,94,79,72,93,99,30,39,41,3
36,80,50,100,98,91,27,83,15,67
69,64,35,8,51,94,65,62,38,24
75,89,17,5,13,61,3,42,52,43
96,39,74,97,38,24,87,16,6,53
83,26,68,17,34,18,62,50,79,99
73,5,40,41,9,52,2,12,45,53
6,92,91,32,88,80,55,26,96,12
78,78,90,46,94,23,15,7,24,94
5,48,98,96,88,59,47,41,70,43
45,27,34,87,58,21,67,12,46,62
76,76,39,65,73,84,39,87,90,14
80,46,61,30,42,100,40,40,93,9
35,37,35,68,24,45,41,42,8,38
3,83,13,93,99,85,28,89,72,69
2,3,14,14,84,7,66,23,99,58
83,33,46,70,52,69,14,92,10,73
82,64,56,94,8,6,31,35,95,54
3,48,8,69,62,44,27,27,18,77
84,53,9,81,22,13,50,87,56,11
59,37,27,66,83,34,72,13,21,18
18,75,65,25,95,26,20,22,4,38
98,39,90,59,20,63,71,21,49,78
83,59,15,9,77,49,95,100,13,15
17,30,41,81,6,36,59,26,57,14
15,6,53,4,16,24,66,38,44,66
16,26,76,82,87,52,30,81,51,42
47,67,23,87,100,80,74,10,5,82
23,19,88,27,74,55,50,39,93,93
56,8,71,32,41,57,83,22,37,86
63,35,4,37,21,55,16,95,64,73
76,39,43,15,17,17,70,67,7,14
11,63,73,81,94,13,37,28,34,25
65,48,59,69,84,80,23,51,26,39
23,53,29,66,68,45,82,89,11,88
2,22,2,74,54,95,38,91,75,71
15,39,18,26,59,53,57,82,3,82
72,78,86,100,43,5,96,76,93,7
15,46,80,17,71,33,63,8,75,37
78,42,28,47,67,86,99,23,19,54
56,90,31,41,41,73,46,37,100,90
95,14,36,26,30,6,10,45,66,85
81,43,78,60,90,44,46,40,66,16
93,73,6,23,13,98,47,10,86,46
100,80,60,87,57,41,44,67,85,9
3,18,52,80,77,93,23,74,32,40
90,25,64,47,99,76,96,46,86,82
91,37,13,2,23,70,43,18,88,79
27,90,96,30,21,25,22,95,50,5
34,91,81,97,37,80,24,85,25,61
66,67,97,30,69,71,51,63,89,38
41,15,79,37,96,99,13,17,93,62
73,78,5,54,26,93,85,2,77,61
62,94,27,11,24,47,81,74,9,21
64,50,87,94,38,82,93,50,50,37
63,23,67,19,76,92,12,12,45,88
72,7,82,50,69,57,97,1,82,5
22,45,54,8,39,91,90,83,92,39
71,7,13,37,25,40,81,36,51,25
76,22,83,9,72,51,65,68,52,46
24,25,91,78,32,81,20,73,15,64
64,85,22,76,22,46,16,2,34,18
78,61,40,61,69,63,11,33,82,14
78,5,38,20,82,22,100,54,94,14
17,9,51,90,37,72,35,4,25,20
21,2,80,12,62,48,74,25,80,55
38,10,60,28,29,93,49,81,98,94
46,66,55,96,55,91,19,42,46,43
61,66,45,93,30,6,40,55,30,72
62,20,81,21,47,61,65,47,93,15
40,39,80,94,86,35,36,5,28,81
47,88,99,91,80,80,49,72,34,30
95,95,49,27,67,47,87,84,93,80
98,85,70,77,30,55,63,66,59,90
98,58,30,48,48,61,79,48,84,13
78,78,59,26,4,26,73,43,9,17
22,58,1,43,86,31,97,49,48,8
90,97,65,19,97,64,32,75,12,15
87,89,93,46,66,48,23,90,90,83
7,11,40,59,53,25,41,2,25,88
9,67,37,25,85,33,40,68,7,51
83,94,91,27,91,9,74,13,98,16
47,56,26,86,15,31,62,55,84,87
95,44,53,31,68,89,63,59,9,69
10,91,14,52,69,56,60,94,20,58
9,66,13,87,51,79,69,65,34,52
51,28,47,55,10,66,95,72,24,3
92,85,45,6,37,13,61,48,7,81
5,67,98,70,53,1,100,73,65,33
24,15,12,22,21,21,87,15,44,11
18,36,95,62,41,83,27,53,31,85
85,87,51,83,8,56,83,8,28,47
92,4,13,56,25,85,28,12,99,72
74,68,7,20,30,99,55,8,3,37
92,88,23,42,22,83,97,56,90,77
54,33,80,66,88,4,2,68,67,100
39,92,20,97,64,1,47,18,8,49
54,99,88,28,40,9,10,89,16,51
65,69,84,96,86,23,99,87,90,18
39,80,9,58,76,72,58,22,41,65
23,94,63,10,22,54,71,31,94,86
34,10,55,17,5,40,91,4,79,81
73,17,12,33,74,88,57,31,61,97
47,35,43,9,45,64,14,67,46,8
52,79,69,58,47,74,50,38,29,80
70,1,96,33,33,69,72,89,51,33
38,97,19,80,57,63,95,22,81,40
81,85,71,50,94,69,23,43,58,51
22,79,51,69,12,35,89,83,76,91
67,13,87,86,44,95,100,38,17,81
29,97,65,99,46,58,20,68,53,77
70,26,56,72,95,67,7,83,1,34
74,68,98,12,53,41,59,52,78,27
32,58,23,48,57,21,58,28,40,10
4,10,35,59,33,81,77,39,16,78
24,41,97,21,52,49,13,62,52,90
88,84,48,63,83,56,83,40,35,74
1,38,35,88,49,68,68,77,58,83
6,82,23,2,2,27,50,15,88,2
56,76,37,55,38,71,62,72,11,96
45,63,86,80,50,34,47,18,10,4
52,68,37,75,69,39,53,19,5,40
72,12,67,60,19,56,30,32,27,92
80,24,55,65,55,56,50,1,73,11
56,25,78,93,51,47,83,3,17,39
94,40,2,13,99,72,68,80,4,47
24,83,70,30,99,24,85,48,76,10
10,83,34,88,75,36,86,9,90,2
99,83,93,1,47,43,72,15,74,27
13,97,61,34,78,59,9,63,58,36
72,20,18,57,7,45,44,92,53,33
45,4,67,37,4,14,31,27,80,4
6,44,1,66,77,78,77,85,92,86
72,15,5,89,23,63,33,66,6,38
98,50,41,17,38,96,30,68,74,61
72,79,4,24,45,80,53,73,16,97
58,87,11,15,75,86,77,60,51,83
49,1,84,89,17,22,36,98,41,9
58,64,40,61,39,36,40,92,8,7
88,17,93,50,31,19,87,60,30,38
42,78,90,77,18,6,98,53,3,91
14,60,6,53,20,45,88,11,36,47
17,75,63,61,76,46,79,63,57,9
52,50,38,41,26,56,98,76,8,100
66,73,11,71,25,82,15,64,92,2
10,60,28,25,72,56,22,50,18,78
10,21,27,100,61,52,55,58,27,14
9,44,87,19,67,63,100,33,79,43
35,40,54,14,64,25,69,37,26,38
14,88,58,92,87,18,44,41,27,22
6,35,66,44,5,84,7,56,16,85
98,2,24,3,16,40,27,36,76,5
74,42,92,83,33,30,1,28,22,79
50,27,14,67,71,18,50,29,26,17
65,75,19,40,78,86,79,56,73,7
60,46,100,3,29,32,84,81,12,5
11,61,32,76,79,54,46,80,82,71
48,46,45,66,85,22,3,16,30,76
74,41,73,73,44,53,56,27,85,67
84,96,79,15,71,9,20,16,88,53
86,36,98,83,53,34,4,56,1,33
83,26,74,55,50,69,60,6,47,44
24,30,39,3,96,62,11,67,77,51
19,15,38,16,97,90,2,52,97,54
37,79,80,62,86,81,82,45,86,28
88,62,10,79,64,5,40,26,72,68
28,42,34,65,10,30,55,11,34,51
16,70,82,47,31,19,28,12,63,65
91,2,26,100,80,41,57,71,19,80
91,46,21,24,11,30,6,65,92,39
67,60,8,100,6,90,18,85,53,80
50,43,34,27,95,65,68,3,36,86
82,78,31,54,1,41,36,6,57,27
44,24,86,3,75,44,44,93,28,96
24,29,91,57,56,85,22,75,39,9
60,20,86,42,25,38,83,60,44,91
39,39,14,76,94,89,19,89,33,99
85,56,79,27,13,34,63,86,8,1
46,19,72,83,61,96,20,95,56,15
85,46,6,51,21,99,91,92,87,23
42,23,78,20,49,42,6,63,79,65
63,76,84,34,58,96,30,30,90,37
44,74,82,49,24,54,99,14,45,38
36,86,12,66,58,13,7,63,75,38
79,38,13,62,71,71,57,52,100,98
88,95,72,21,96,95,75,94,61,71
83,48,57,95,13,66,7,72,80,81
9,58,18,73,72,41,95,80,92,94
78,32,41,49,52,36,95,26,81,7
49,64,55,5,10,67,22,16,90,1
48,50,10,18,23,81,10,17,61,1
63,38,84,3,38,36,90,84,13,70
91,61,85,45,17,94,63,90,61,53
90,61,2,100,78,76,80,87,93,92
39,55,81,23,9,70,10,98,54,74
19,96,87,4,40,3,49,54,93,62
58,34,22,12,85,51,87,17,89,79
8,79,85,41,1,93,10,62,42,63
36,61,58,22,16,49,76,64,55,20
25,12,54,98,23,90,48,62,6,88
40,14,67,77,54,19,69,63,81,11
78,68,23,87,41,38,88,68,1,42
88,78,5,93,27,80,82,75,41,40
62,32,53,28,8,58,47,29,72,79
91,1,98,13,88,38,50,75,57,2
16,44,31,20,88,58,51,22,84,91
61,97,23,65,25,82,22,23,10,45
53,52,46,50,64,85,39,65,59,95
19,26,91,49,97,78,58,48,51,41
38,11,38,12,75,14,94,48,88,55
93,92,7,90,93,22,74,31,39,84
77,57,9,67,57,57,97,67,4,47
7,94,10,96,57,84,61,2,84,100
9,76,91,15,17,83,88,90,65,26
25,94,34,33,12,91,41,60,9,45
7,15,90,68,63,46,3,75,100,86
75,8,13,17,22,29,52,61,70,16
87,94,61,72,78,73,14,71,32,22
67,90,37,56,57,51,53,60,77,52
97,51,59,10,20,32,90,71,45,12
38,31,57,99,54,87,71,68,57,54
89,23,44,77,78,52,27,82,63,4
34,60,6,44,21,25,28,10,95,72
73,85,54,30,83,7,16,5,74,72
58,63,94,53,39,23,57,18,4,19
73,89,30,30,33,50,55,12,12,1
83,84,85,36,65,19,42,80,23,68
51,33,30,96,85,20,70,41,37,74
12,61,14,41,91,98,43,97,9,6
97,91,89,34,78,6,52,72,85,27
39,88,59,20,35,95,39,5,88,28
30,99,88,43,91,30,41,33,26,1
90,75,44,31,8,21,36,11,92,20
37,82,7,47,53,94,42,92,98,29
71,27,79,10,69,69,40,61,54,17
62,43,91,5,73,50,77,8,61,69
80,49,2,38,96,55,31,89,98,28
69,68,54,47,29,75,67,68,35,20
85,48,63,27,52,87,77,29,47,37
49,26,37,2,63,84,56,94,72,5
21,40,72,27,38,53,53,5,72,87
24,56,87,38,35,38,77,11,18,23
99,18,48,35,20,10,71,27,55,42
32,28,34,55,6,71,7,58,75,79
96,51,86,82,40,72,72,16,82,89
38,80,59,85,67,30,47,37,56,1
30,39,80,63,46,85,86,4,42,12
34,38,62,72,71,2,43,42,17,25
83,55,56,41,91,74,70,37,62,77
90,92,68,21,6,13,6,91,16,99
3,2,36,16,73,59,69,15,100,86
91,82,92,99,22,34,72,43,23,34
20,64,77,87,84,34,51,89,25,18
88,79,19,75,46,91,33,15,58,85
52,48,66,43,46,40,76,70,34,50
55,5,13,83,43,97,16,93,85,92
11,24,70,29,51,16,72,35,82,29
19,33,28,37,75,74,76,2,95,9
52,49,14,64,31,56,12,46,1,97
90,11,72,59,91,74,26,14,9,7
42,27,39,70,15,65,95,90,19,41
51,22,89,16,37,71,23,49,68,23
97,57,85,20,68,28,94,93,41,2
52,35,80,42,56,95,59,2,36,29
42,86,50,82,1,86,52,76,86,71
98,82,80,35,54,47,62,47,91,54
48,94,40,79,36,95,73,46,96,9
74,89,46,23,70,99,60,73,74,98
44,23,31,23,57,84,21,70,30,11
24,29,5,63,8,92,10,80,37,57
40,62,46,38,84,67,36,95,40,61
92,35,83,23,9,92,58,29,13,88
91,88,16,95,3,23,38,12,55,26
20,46,87,65,83,22,32,70,69,23
82,12,57,65,86,65,8,44,45,20
31,35,8,46,82,10,21,19,73,27
97,92,72,83,9,7,57,40,76,25
14,58,36,70,74,22,86,33,65,30
52,47,64,11,44,45,72,64,16,44
90,12,88,62,46,96,20,2,87,95
78,100,4,14,21,29,87,6,61,3
35,65,49,98,75,92,95,99,8,10
94,97,21,81,10,18,28,29,20,14
76,97,13,79,62,85,60,48,90,20
2,24,84,50,74,11,94,68,9,1
29,54,49,1,35,59,18,62,39,37
28,66,86,92,97,47,77,56,47,66
75,100,42,11,50,15,21,95,34,81
47,14,34,95,14,20,5,83,34,44
20,61,9,57,52,57,55,28,12,53
46,87,53,87,49,54,53,69,48,38
1,94,51,86,88,16,58,45,98,91
40,69,51,100,25,54,57,32,82,68
84,79,54,36,65,54,89,17,22,88
6,74,81,8,12,21,23,69,17,72
59,56,93,61,55,69,14,11,100,47
79,84,25,84,71,89,38,60,57,11
99,14,37,32,21,48,52,95,16,68
67,26,23,59,86,29,79,51,40,79
98,18,14,74,53,84,15,90,95,23
53,94,37,89,25,57,36,28,52,3
47,70,28,21,80,13,49,58,63,88
36,12,57,1,86,10,85,100,51,79
22,3,24,10,91,48,67,26,75,70
28,73,91,55,93,70,19,42,79,34
81,67,97,38,67,82,99,51,33,49
82,7,52,5,68,42,5,34,20,31
55,99,4,45,6,96,66,24,89,97
9,70,63,6,7,29,39,5,32,24
5,65,82,56,69,49,50,25,35,69
56,89,67,11,86,24,58,3,48,47
99,8,68,61,65,26,42,4,82,73
79,86,89,60,94,57,8,43,34,94
63,41,83,81,51,20,5,8,22,4
